12.000000000	1.380000000	-0.304000000	-1.080000000	0.010900000	-0.904000000	0.632000000	27.383261077
22.830000000	0.290000000	-0.331000000	0.040700000	0.540000000	-0.243000000	-1.260000000	6.638390517
17.400000000	0.929000000	-0.170000000	-0.759000000	-0.437000000	-0.046600000	0.828000000	46.010058645
12.000000000	-1.380000000	1.330000000	0.050700000	-0.274000000	-0.785000000	0.798000000	59.448821292
28.020000000	-0.693000000	1.170000000	-0.476000000	-0.189000000	-0.612000000	0.057000000	60.865280513
22.870001000	0.120000000	1.940000000	-2.070000000	0.826000000	-0.127000000	-1.500000000	356.348777910
12.000000000	-0.173000000	-2.150000000	2.330000000	-0.353000000	0.611000000	1.150000000	297.510609108
22.250000000	1.750000000	-0.206000000	-1.540000000	0.040200000	-0.803000000	-0.717000000	44.796954869
29.230000000	0.054200000	0.825000000	-0.879000000	0.059900000	0.142000000	-1.040000000	40.734563956
12.990000000	-0.199000000	0.802000000	-0.602000000	0.522000000	0.104000000	-2.240000000	65.896497243
12.590000000	-0.259000000	-0.815000000	1.070000000	0.413000000	-0.455000000	2.120000000	311.951254364
12.000000000	-0.023300000	1.230000000	-1.200000000	0.014400000	-0.277000000	1.870000000	3.594673882
44.880001000	0.629000000	-1.120000000	0.488000000	-0.280000000	-0.522000000	0.033800000	313.947775837
32.040001000	1.300000000	0.225000000	-1.520000000	0.481000000	0.764000000	-0.090600000	44.195713013
38.150002000	0.720000000	-0.118000000	-0.602000000	0.338000000	0.817000000	-0.420000000	52.848472551
12.100000000	-0.355000000	0.710000000	-0.356000000	0.315000000	-1.150000000	0.800000000	45.815373144
12.000000000	-0.285000000	0.427000000	-0.142000000	0.168000000	-0.920000000	0.592000000	45.753013907
24.330000000	2.110000000	-0.251000000	-1.860000000	0.692000000	-3.420000000	0.685000000	327.528371817
14.490000000	0.824000000	-1.140000000	0.311000000	-0.784000000	0.882000000	1.150000000	297.130077754
12.000000000	-1.110000000	-0.040100000	1.150000000	-0.004630000	-0.040200000	0.290000000	304.736113941
20.879999000	-0.546000000	-4.360000000	4.910000000	-0.531000000	-0.098500000	2.650000000	35.663617524
21.910000000	-0.072300000	-2.880000000	2.950000000	-0.483000000	-0.354000000	1.570000000	35.444462593
13.870000000	-0.049300000	-0.625000000	0.674000000	0.299000000	-0.450000000	2.210000000	280.330625802
40.869999000	2.620000000	-0.072400000	-2.550000000	-0.243000000	0.209000000	-0.946000000	45.418232144
13.090000000	-1.120000000	0.448000000	0.670000000	0.029300000	0.506000000	0.651000000	321.658141063
12.000000000	-2.460000000	0.446000000	2.020000000	-0.147000000	1.100000000	1.010000000	321.687221831
12.000000000	-0.165000000	1.670000000	-1.500000000	-0.122000000	-0.137000000	2.280000000	4.321834764
30.389999000	-1.590000000	1.140000000	0.450000000	0.115000000	0.132000000	1.710000000	327.618272706
12.000000000	1.860000000	-1.470000000	-0.399000000	2.020000000	0.572000000	0.946000000	48.213544344
12.000000000	-1.250000000	1.600000000	-0.353000000	-0.395000000	-0.101000000	0.055800000	48.259358048
16.520000000	1.570000000	-0.312000000	-1.260000000	1.110000000	-1.210000000	0.729000000	45.431670716
25.780001000	3.610000000	-0.719000000	-2.890000000	0.691000000	-3.080000000	2.170000000	48.406179834
12.000000000	-4.270000000	2.530000000	1.730000000	0.129000000	-0.058400000	-1.710000000	307.079594836
12.000000000	-1.690000000	0.912000000	0.777000000	0.084200000	0.024200000	-0.473000000	307.112590910
12.000000000	0.386000000	-0.265000000	-0.121000000	1.180000000	-1.310000000	0.286000000	31.384674507
12.460000000	0.006950000	1.170000000	-1.180000000	-0.147000000	0.136000000	-0.202000000	60.360883754
42.660000000	0.568000000	-0.598000000	0.030400000	-0.860000000	0.223000000	0.131000000	330.979014191
14.280000000	0.093300000	0.844000000	-0.937000000	0.210000000	-0.135000000	-1.360000000	353.074933731
12.000000000	-0.264000000	2.370000000	-2.100000000	0.163000000	0.247000000	-3.740000000	67.350964061
16.840000000	-0.097400000	-0.231000000	0.329000000	0.180000000	-0.175000000	1.450000000	286.822506719
12.680000000	-0.044900000	0.940000000	-0.895000000	0.056000000	0.839000000	-2.350000000	311.735619310
23.850000000	-0.534000000	-1.250000000	1.780000000	0.010800000	-0.103000000	-0.245000000	15.104826860
20.260000000	-0.093100000	0.502000000	-0.409000000	0.072600000	0.034000000	-1.210000000	333.447460765
